project_scale_tier,project_complexity_tier,planned_budget,planned_duration,scope_variability_index,stakeholder_multiplicity_index,financial_uncertainty,technical_uncertainty,environmental_uncertainty,planning_maturity_score,contract_type,contingency_buffer_ratio,team_experience_score,supplier_dependency_index,regulatory_complexity_score,cost_overrun_pct,schedule_overrun_pct
small,moderate,1537833.3438007818,85.10231769438707,0.1990250790153344,0.3825277374891086,0.29575970009682895,0.6126282028428663,0.21007942402724808,0.6669903343808106,fixed_price,0.08530115300034738,0.7075764647471595,0.355081270265364,0.5690460810396297,-0.11954565155661474,-0.09012435772646546
large,high,61309175.8617718,208.950713807608,0.6987149878899348,0.7752636245337167,0.3424644408288736,0.4490878998827298,0.4247986446547153,0.5554643255134817,target_cost,0.1017017500490405,0.7788521001670317,0.28365033971144615,0.5708449351894002,0.12298680723260665,0.14424638104006623
small,moderate,2346261.6346561844,133.09792890185605,0.4890480863561792,0.16041165070779692,0.472064686297859,0.24264940539629654,0.5670558615374881,0.7365322897464558,fixed_price,,0.4962694692344982,0.36717125997039013,0.6969545786639278,-0.07293485514387717,-0.103161470889692
medium,moderate,13833546.476542618,102.67452213893183,0.31908361992363654,0.4723200758388254,0.3886115879307904,0.49601690857575215,0.12042978713190533,0.7027396632042439,hybrid_other,0.17060320959826208,0.6104205122161597,0.06455075513303353,0.7474205153126778,0.0019873492674847234,0.02776662026069541
large,high,19916591.926549915,366.77858846859493,0.3610786887118347,0.26239816200141114,0.3148187763333001,0.48658398399483466,0.39674479943476404,0.7140777666697035,target_cost,0.14703517468612137,0.3462601254846543,0.23284972083874947,0.707518351368924,0.018489239772985507,0.005128091059316122
large,high,30376946.410407282,685.2478227866524,0.5104243372648691,0.17529106353434884,0.6530128316087046,0.6383435792141082,0.15393216300559945,0.5326406221493966,cost_reimbursable,0.0687569913079313,0.4711248076537939,0.2756956284862122,0.5879508506519767,0.17190412293355573,0.2662055528705935
small,moderate,1190441.3489271046,180.22545509881104,0.0611887201515353,0.23487342797327088,0.05848429392987736,0.7007279862243347,0.2789447977460088,0.8458548034469625,cost_reimbursable,0.05712320103435542,0.6379723459721798,0.2285065588646685,0.6532232472611813,0.0041659503516245575,-0.12243400331752236
small,low,1599058.0159014,54.48627433748227,0.21993220021962573,0.14128704419229401,0.4577576651519242,0.056071939648139266,0.09997716801517836,0.8022918083850568,hybrid_other,0.10122269531178243,0.28396274949897976,0.2061998122884174,0.22595921579818637,-0.14999999999999997,-0.17999999999999997
small,moderate,1730127.7439350802,80.26268161357633,0.510964358122477,0.5780859710096147,0.3563645575959589,0.11141499855008044,0.3548586061144388,0.6943599376356624,fixed_price,0.06331817404112533,0.7790179132570091,0.31490435148925516,0.34518244767840395,-0.048519150428151185,-0.07520828998079668
small,low,1359399.6483885334,117.7519503477424,0.10326660876743032,0.20058260671750172,0.2683686213065956,0.13877465239840597,0.3415735418448387,0.8260004964059418,target_cost,0.19274138513077524,0.7235046768291272,0.5331742573395001,0.28522318298936694,-0.15000000000000008,-0.11825930457914957
small,moderate,1053826.6368629488,96.72648286439471,0.6124168944051704,0.26840914584658193,0.3955860492423197,0.2193109288312865,0.15532071456634097,0.948770918231694,fixed_price,0.3051607789630499,0.5488004740583968,0.4078133471953043,0.20119483697681653,-0.15000000000000002,-0.1799999999999999
medium,moderate,3488460.1941368794,93.71307425863834,0.3074443928649367,0.3538215088418928,0.18804753244766884,0.5084632190468982,0.3012319343112374,0.9380227573243303,target_cost,0.12991066709232474,0.5646698319861225,0.3422485631824932,0.5145526947854008,-0.15,-0.17999999999999997
large,high,8739215.46464534,348.67016193943243,0.5742735809234254,0.6062902996992826,,0.5132640340557385,0.3623176912890186,0.6587276711469985,fixed_price,0.2143700836926153,0.8654813598140955,0.5712500229341365,0.31258082204550647,0.027813521952304947,0.03811009845678012
medium,moderate,4200439.997089053,,0.44970557638092956,0.5309786374896973,0.21795294740369958,0.39311184256241216,0.5039368696844686,0.7069640845172908,target_cost,0.18429757586914944,0.6355111774186023,0.24713869918584455,0.23768999063993237,-0.0929937170657014,-0.03381838820789969
medium,moderate,10082348.970722698,352.7396196756878,0.2775818724774091,0.15071346074123482,0.1295488997953178,0.11481684199118689,0.5471590726901916,0.913078593959994,target_cost,0.21526009311437624,0.6258701182432548,0.17502842478114342,0.24429878323929835,-0.1381360450844331,-0.09083990839433052
small,moderate,863527.2756189483,89.90095092007176,0.060785885722957025,0.42873644888741835,0.07762223077941958,0.10297768995777225,0.23583856052235908,0.8481370531520815,cost_reimbursable,0.2851811823159093,0.605749174802082,0.2338291120251864,0.18130293477339365,-0.08953842721929593,-0.12199130869156419
large,moderate,,476.84970344980235,0.3171910632657528,0.27866220140048864,0.16795488774568915,0.43618011719362715,0.5737494203205105,0.3630214568064943,fixed_price,0.23566942153005468,0.6869331339126766,0.3051806166533223,0.38443844676481215,0.05996211741677543,0.21976529102988557
medium,moderate,18462777.88522842,98.8066231806123,0.33893448015602257,0.1775607102964062,0.2732759877472879,0.361686354436556,0.31764463400624654,0.4142496733651109,fixed_price,0.04682632003190622,0.5210906123274517,0.5052112595169476,0.3278436464923658,0.03402029094324416,0.04304145365890031
large,moderate,21189621.207437176,198.10481926443745,,0.1866793608510073,0.4354270047505062,0.17143332755751509,0.20598541922109712,0.47491030792217237,target_cost,0.19948189051768267,0.8627488802752048,0.1889700210587974,0.1734619339245056,-0.00034614017292737125,-0.000995469361142226
large,high,34863253.52091327,398.8816609990313,0.3985090019684705,0.6976827627740386,0.44096373551451984,0.4483503449222755,0.2274555494697142,0.8766347958944042,fixed_price,0.3497463459787196,0.9581187353134168,0.17398507352122428,0.283653660103235,-0.003428871088336893,-0.02358433777172638
small,high,2769022.4678323534,153.46803621903027,0.37463123302943735,0.49675880053713867,0.6446114091307937,0.28733445904523486,0.39752239820536994,0.7306225019158225,target_cost,0.0736163709250498,0.5365255314934864,0.4608894185087085,0.5007336097038151,-0.0803957859972196,-0.060857608990709966
small,low,,67.83260028658938,0.3615726553573816,0.3126426950475507,0.36771007851001286,1e-06,0.23487851017810019,0.8062170689896957,cost_reimbursable,0.14739805902960043,0.8804203526149987,0.3981311945560952,0.5534842759571718,-0.07630550078107662,-0.10016781451742963
small,moderate,898423.2847431526,100.4470740679762,0.2117397807054392,0.335618786534049,0.46636968701417814,0.2136732237303716,0.7389457070084283,0.9187483003089587,fixed_price,0.20956962115715405,0.7715500556848552,0.7417956157430287,0.40313228215772057,-0.1386358628104082,-0.16529124300923057
medium,low,6451666.106187761,94.38369451041123,0.5345616006429406,0.5014978597860775,0.06930362828732306,0.20848566635090332,0.5008690685075177,0.7210797961749014,fixed_price,0.12878581412049334,,0.13174148019625445,0.4964471531219773,-0.09398970805126547,-0.07346703533504839
large,high,12717910.326218871,277.96968736157265,0.3982592781397408,0.7278030164318099,0.7512253302942089,0.4628136201658519,0.5845664476784214,0.5074372820142206,fixed_price,0.538399730588527,0.6888393334092275,0.4654812009447534,0.23066726617230973,0.08274624137809455,0.13236556180234485
medium,low,25960463.04831962,229.23991393555195,0.016144672771395113,0.19920123768098824,0.37924302453447245,0.36872785556031207,0.39289271792491726,0.595098419326686,hybrid_other,0.20749501527417055,0.6126356852868786,,0.30723908123932114,-0.009832985241165437,-0.019708687839078778
large,low,12873285.913407668,251.14151884524856,0.30176039394081144,0.1413883219774748,0.07348883392026889,0.08791614473091776,0.38647420688890294,0.5442220642499798,cost_reimbursable,0.31632422692051004,0.6699248786413489,0.6601627514111359,0.28863611003058426,0.07027373267951069,0.08600456893757792
medium,moderate,4219060.733284791,148.4704751033607,0.16951499969271255,0.14004818958824444,0.2684456880668623,0.5046801959725135,0.10925316036833234,0.526339509219283,target_cost,0.25449213496058143,0.19454476080507424,0.5922407570916326,0.34826332436565177,-0.06245612930511626,-0.01972242466428072
small,moderate,1154164.8369363034,63.3124404022419,0.08758200656790899,0.45573803605018,0.5260012575284934,0.3956783847889474,0.3947047534119482,0.82022874931943,hybrid_other,0.43003209482967597,0.8677715998720876,,0.2471367294726565,-0.14165893212413053,-0.12820094323078252
small,high,910488.5040579673,76.75792469944696,0.36173745870011464,0.339125296799718,0.15570419008621894,0.624538146349404,0.5301618621503272,0.540863235756784,fixed_price,0.13610518690451798,0.7632431366772895,0.5086098183552439,0.45505444603335243,-0.09170412828065518,-0.11015192202804477
medium,high,14699864.486093873,331.3729129659126,0.3670987119217838,0.4063858212483081,0.5583945028130212,0.6650594449557897,0.6383658329819559,0.19437903503135806,fixed_price,0.18140250938988092,0.9798729379851401,0.6094947691720426,0.7211384563452896,0.2163757164775948,0.17945131170013373
medium,high,25640223.54451121,168.87688472416306,0.7188859608427678,0.27728625411811986,0.46019540520974656,0.19950927152244777,0.371578282460702,0.31943694925541366,cost_reimbursable,0.20566861907948897,0.5997326935393471,0.44672775641727325,0.1405149531944208,0.14082869983520976,0.18278525454340927
medium,low,5680844.492810065,109.84572631496458,0.046960131306751904,0.2356541887329091,0.37375716686361093,0.4265518621413434,0.027779041059183704,0.7300702049150976,fixed_price,0.30863825135483214,0.8188745210230216,0.30834180086582225,0.3105185871015938,-0.11916761359431534,-0.17077497068059497
small,moderate,997871.6737816284,87.71485067864202,0.08864639439125782,0.2276509346082112,0.4088968633441573,0.503612706397981,,0.7772379256309624,fixed_price,0.27034353272492545,0.2760280353080074,0.5092576234852951,0.30619428639590807,-0.15000000000000008,-0.15875050170690322
medium,high,2273426.5407989067,86.5765463510861,0.5657581761358155,0.2873124326678937,0.18789178760425784,0.4306828196086835,0.3936898165377667,0.6870656345965421,cost_reimbursable,0.2045680002665537,0.8029388965427716,0.1536512350102931,0.31189219774892835,-0.04671870643087464,0.030219083115114537
small,moderate,1746393.6817992989,66.30969548947289,0.05129498343803132,0.14508105805228028,0.5913244559383873,0.4752492686926655,0.01619952461606364,0.6803664010682074,cost_reimbursable,0.164578520166308,0.699716014521141,0.06544470335330743,0.14482050384175046,-0.1267648312782246,-0.123418571605505
large,high,25027605.15777391,514.9840326492811,0.5217864275604964,0.32196053818721293,0.5134654625646815,0.7498459260385536,0.3412398488637768,0.4269930773262849,fixed_price,0.0756139738752179,0.8691524265709208,0.42553432761320825,0.6875910594910417,0.13310641372835588,0.15082440448740933
small,moderate,1413141.8053757744,93.97295520096769,0.06267695018641976,0.14904637540976695,0.459481004047756,0.34067197424492845,0.4561888397041673,0.2703277806681628,target_cost,0.11787273938505341,0.5366906702863706,0.5850720487041428,0.10673393987458543,-0.08244207989266485,-0.06981337827525136
small,low,2224661.065947001,211.93763787696554,0.32665254603639987,0.11234413234421911,1e-06,0.1770714918580773,0.6127157041390172,0.3954344261200653,fixed_price,0.12482311043227352,0.5714852496345783,0.6127686028133497,0.5739635919798179,-0.03000160019144392,0.02165067483099326
medium,moderate,8935029.732945213,157.88404395962863,0.22526085878864252,0.06839538445483347,0.2709086093307412,0.3397398038433009,0.4208683234184885,0.6347123190505558,cost_reimbursable,,0.7482122547054755,0.4117998997279629,0.4471087533981476,0.035604128660065404,-0.020599168533121905
medium,moderate,8606284.878349869,161.6782940308451,0.2172875013705828,0.7631717516892856,0.14907543136943274,0.4488581252583408,0.3912964808315128,0.9290508427716762,cost_reimbursable,0.24215159948940113,0.7666592643419752,0.39562145254320574,0.3729290996018548,-0.037900953508568404,-0.03939031685757604
medium,moderate,6172503.495950153,211.95153995337236,0.2335689933970038,0.5117173206039833,0.6696454980319345,0.3383324641727406,0.40236499619978644,0.7267849500299216,fixed_price,0.317190808661332,0.5681583905325032,0.558716998960548,0.23938552869343271,-0.046980524581042155,-0.02141823623483502
medium,low,4102703.2702698368,56.31522737861144,0.18869216317920318,1e-06,0.49523464449516796,0.23776499127102135,0.19548014826287463,0.5602655333406796,target_cost,0.17914785024166424,0.3574228359589478,0.29616557798786397,,-0.0881235253999193,-0.13556281300537493
large,high,41709238.577818215,324.39948330263536,0.27349860715320595,0.6557503210028277,0.3217899547511041,0.32896228463757843,0.46962330674321184,0.8523964305313827,target_cost,0.24812836052735213,0.7223577126664542,0.4674298040117285,0.34831441659787504,-0.002646998253277843,0.014077485647826276
medium,moderate,7322828.034955567,160.83924771231375,0.190697385613055,0.6820608907755885,0.4486023109625464,0.3147072388268916,,0.5615494961989262,fixed_price,0.8012999555787736,0.5110190599496176,0.04706351376366009,0.6569225949856671,-0.017340572734265165,-0.02370661598513309
medium,moderate,11547111.913835693,297.2030446995572,0.07783222802025522,0.2774431758711582,0.09953207317343751,0.10890347103979721,0.4864995614712121,0.5096981082592071,fixed_price,0.31366367635116243,0.5360445233901939,0.06883190799585315,0.6847458421535174,-0.011783055709362144,0.0989002275520947
medium,low,10971804.202961074,241.25917188327688,0.046206687020013196,0.24255388438670356,0.11864021797163121,0.20905579147578907,0.024682182467269553,0.4699728819550697,fixed_price,0.42313353300714873,0.8213363032191424,0.40023092620504913,0.43459214748958386,-0.021794319661266506,-0.04039871624876507
small,low,946649.0613165299,63.213843872538334,0.10492161686136942,0.6946292016162017,,0.2716085997605877,0.3111330405214395,0.8498934999584775,target_cost,0.2386973864182546,0.38341601109123924,0.3072737655538847,0.7867461311455852,-0.1206283790362221,-0.16276197674073137
medium,moderate,3451103.014032098,269.57737299368586,0.23786262653451665,0.3697930841417372,0.061172419230288294,0.47537240234085343,0.40227193013136875,0.7121622494993095,fixed_price,0.37063927931359075,0.4431395665698569,0.28307865651197506,0.7641182053995498,-0.04318039652549076,-0.010509898320490615
small,moderate,1338578.5512569633,89.57481427329004,0.5129216482333725,0.5344883284242613,0.2798317930583898,0.47008554811858677,0.25421554637319127,0.4766206768311842,cost_reimbursable,0.1288250231646487,0.6096555974345499,0.3130044670043653,0.1640664376611098,0.01027435225960699,0.01862907962573133
medium,moderate,4200617.043950213,114.2305425636005,0.11115268164482255,0.1105672926968919,0.3273460381318133,0.3473875417355567,0.2122618879689212,0.5777495932168516,cost_reimbursable,,0.7272253867104221,0.7649942078315678,0.3616978196502875,-0.008149565741698601,-0.010334893672583764
small,low,2936505.783627039,107.64527174316885,0.4480079454235184,1e-06,0.48134090009762565,1e-06,0.6279816182943891,0.9046220805118612,cost_reimbursable,0.21428710616453014,0.49674773621887985,0.575944651540241,0.3333935592252063,-0.08755188176409834,-0.04051391870220127
large,high,35416240.05469738,275.5839381128327,0.47563291952657855,0.41456713134412965,0.3329097524168847,0.3448312181690673,0.4378337144459796,0.8402914904753995,fixed_price,0.1671709898544599,0.6792520574337951,0.7280471981454172,0.43996526695226285,0.002305443787243471,0.022447469312006512
medium,moderate,12885016.424516872,303.5013703395419,0.48202235339246013,0.31781602883262133,0.783319307923874,0.5789799385581325,0.24150542687976786,0.6630466758994534,fixed_price,0.2922855870101296,0.34760616041131237,0.8085446637341999,0.23199645571772406,0.07800617518531176,0.07116010751607245
large,moderate,36258092.11291074,342.492175229649,0.35345379184662556,0.48608222725417355,0.34544619544421634,0.13780260170668493,0.029764564155807253,0.6407014354717643,fixed_price,0.40488725165830536,0.7239651202439052,0.25079707068722457,0.5232083162233448,-0.01163122480474213,0.06584400017711038
medium,moderate,8109102.7307129605,178.08546372551726,0.5278038896160473,0.16144202427799376,0.13830920873715988,0.47992917841015753,0.5278830073452141,0.6281832629636711,fixed_price,0.3198947438138242,0.4057338887794147,0.31323178465780216,0.34380120077406295,-0.024392783156124212,0.02948326186275164
small,low,3700059.6006887355,142.6307086741548,0.30233563596698326,0.38616490677950654,1e-06,0.2905262227203091,0.2739587835291529,0.9868376401829875,cost_reimbursable,0.5242139186052786,0.7795638197452005,0.24650507701231342,0.5895924487245194,-0.09826596849051654,-0.01330455615503503
large,moderate,37665616.86058656,462.73227506327663,0.06116516642960135,,0.4876068154900788,0.07101308665309025,0.40161694329489545,0.39764559951760714,target_cost,0.06825876565055905,0.5386072296065937,0.19958085797919964,0.40787039257677826,0.09969924489637058,0.09264763980658254
medium,high,7537585.784549801,224.40266231318577,0.20876639185797335,0.6658515152169371,0.4075323229119526,0.16323954154608156,0.24588944547101613,0.7134637478630781,fixed_price,0.37747649795641114,0.4699667992322203,0.525603329009791,0.35018091745656355,-0.004429718575009428,-0.01462938735271943
large,low,63708947.74574212,527.3083011328139,0.05304313664930071,0.49879105213404956,0.020299646569930656,0.5087233532609265,0.48559515370608525,0.8474505174828233,fixed_price,0.5678747333548576,0.6127263996941166,0.6578115061971109,0.5871385541537563,0.012917634502458003,-0.018803107773968954
medium,low,7724394.990038774,209.23812661217454,0.2336410826527121,0.2195808772050905,0.34527568271078357,0.09423024025278655,0.36572885789558335,0.783929542363959,target_cost,0.3149298757856297,0.570446377933219,0.26998921249012875,0.3450635539750097,-0.10234753058772392,-0.14857565092874386
medium,moderate,6210443.605663583,175.39851015041305,0.20557338902440522,0.42088571732148244,0.2451905638465961,0.20308878251859125,0.544992452979571,0.7517470025624984,fixed_price,0.05409406138136292,0.787244254705283,0.2895194837636217,0.5177667857534813,-0.08049830328176494,-0.07382369913048745
large,moderate,19083447.7135486,490.6194737775937,0.45998278434904283,0.28841129571990387,0.47128062977885815,0.23726290894562044,0.0701215689667608,0.6443471636319706,cost_reimbursable,0.0607853495378631,0.6371618755729408,0.44136125948496613,0.34964246501698854,0.08820198775437776,0.07872416455074224
medium,moderate,10486226.988589011,158.1654352783638,0.6137339186544415,0.34089805059420514,0.17889846670181925,0.3311786320721561,0.13343670300427415,0.46851665942005954,cost_reimbursable,0.5652060843344763,0.7007211044635235,0.32266887458354265,0.7607500120493695,0.0625720052212269,0.11484781203836092
small,high,3772567.1968737585,100.81615458513888,,0.3434894861941078,0.40432026956899275,0.4124061335518877,0.1392058079104273,,target_cost,0.3974406084194136,0.9014180955885656,0.2517560501420587,0.27130462865720434,-0.029169726787613145,-0.06599790960282831
medium,high,7086446.338854883,326.5655737270229,0.2282145325325257,0.5897534557167509,0.45176492745254304,0.5000708520201872,0.4407111562169074,0.6015567856384252,target_cost,0.21404996987187858,0.7662100057047879,0.1815174913915881,0.10930736345147199,-0.052593512806790324,0.031399168043678705
medium,high,14362283.461471062,313.804333885063,0.2776953420395633,0.8929333814863692,0.44245698117177346,0.4702863044187129,0.4429022993091959,0.5337574024381749,hybrid_other,0.34517332271729084,0.32898237746955517,0.19560652028327982,0.5035122278733709,0.12243789683954055,0.17938411862944018
large,high,10591815.978476884,297.89160455495914,0.8307694669686125,0.19878841599598596,0.5363472463965765,0.8006675933610745,0.33308056406556474,0.7631333230135626,fixed_price,0.33049386275311105,0.6976826001251886,0.17512181403326205,0.4096374207153118,-0.013494726531981534,-0.023973300094865483
medium,low,7068538.126253485,136.80812122110783,0.41906326381219966,0.4400970737354701,0.2626964831962577,0.16381134428561805,0.4921148791212923,0.9985772284381915,fixed_price,0.22292372109530081,0.4541675905986622,0.13194607272119882,0.6918785165063597,-0.07904965750058632,-0.15662918442436927
medium,low,7125216.329589321,294.4971719276517,0.2139255479535126,0.35122076414795195,0.2886974157544415,0.2600516850569648,0.49325200702473176,0.3807265858970119,cost_reimbursable,0.05379727453128611,0.4841432002645151,0.5784836017128763,0.587957035747766,0.18590537618749842,0.17008298760950674
large,moderate,20215555.218485575,411.6474763551582,0.5362925988265727,0.4751304758849721,0.24063108649581766,0.6324890531249397,0.44003486674889025,0.5770129801817715,fixed_price,0.10973048293062788,0.6350419039061965,0.6200655332428305,0.37496970358027665,0.10322662985933309,0.0864377878754718
medium,moderate,25130875.298943367,186.09038595586307,0.12472486559328753,0.20033654454292932,0.13339044833840438,0.4894816694847141,0.15469994675031834,0.753997410702913,fixed_price,,0.9060712584736624,0.5852965213202506,0.399370256216627,-0.07154675930932612,-0.07361951748718858
medium,high,7029174.495993003,144.20716563078398,0.2909595268040466,0.19267549683706675,0.2106283831224886,0.42264339881973795,0.7330682658661556,0.8255139268951691,target_cost,0.41990974187156355,0.8344723977317641,0.2319931136784754,0.42225206784917285,-0.11722414570034695,-0.08935103654230606
medium,moderate,5885369.001592924,187.2938233291518,0.5174618869428723,0.2596938508669974,0.5559078934945562,0.24253675205379285,0.1318472710702667,0.8282681937575136,fixed_price,0.09487737554903196,0.738186635356088,0.46493123282988774,0.30390794095210844,-0.08201091005545907,-0.07329075569331638
small,moderate,2009708.6092134097,98.62419491546562,0.15955059762025509,0.24812844309694398,0.13395793671847855,0.4729643434435349,0.1767472852709712,0.7677516028803361,cost_reimbursable,0.13790240032797077,0.526331570020238,0.7124951154143307,,-0.028831786956079148,-0.05783745745074914
medium,high,2567740.4195847553,125.74609164899995,0.4308109472094256,0.680813352537437,0.24091236288711518,0.6684604260185281,0.4677423632413966,0.7478100343256358,fixed_price,0.35381783973303726,0.3871087101166057,0.7002416775080577,0.2562729418435878,0.026351820419796973,0.04717619015902572
small,moderate,1335569.9383450048,104.75422911863946,0.45082222694592095,0.44914842320834797,0.9056870349711634,0.7082335010608827,0.13360724025041715,0.5560111082524449,target_cost,0.16434584279172446,1.0,0.13912788694410985,0.5533709142992411,-0.05682734067898728,-0.001831110860754562
small,moderate,3306116.4616818214,110.62760136946767,0.12616976769072966,0.3448160139119272,0.37354302846640164,0.11656763246630003,0.2614515646206853,0.6592247193029612,cost_reimbursable,0.28542587916660717,0.8415582354512711,0.14380007088770624,0.33089640514351226,-0.07914614259861774,-0.06468146209300969
medium,moderate,5245852.988292343,141.15265626084283,0.22764392311887588,0.3481102469939851,0.6722767102855405,0.11414083597990385,0.15528341371320992,0.54362027334445,fixed_price,0.2767347614519432,0.555183562525384,0.5431072870033784,0.2467718747919213,-0.028647759341701075,-0.015563629663781487
medium,high,4727867.9832030665,235.45746358997926,0.24505801789993661,0.7461275873829106,0.4297330922995133,0.5209201744735776,0.49349989957390783,,fixed_price,0.059871903616040174,0.7500057064860651,0.618866925309108,0.46315248329149683,0.015179423770795113,0.0017337518213153646
large,moderate,58290712.36444677,500.4626431578535,0.3613685791413185,0.3509822658217807,0.09192386489219881,0.4840103652595033,0.18121289930746143,0.3690073535427644,fixed_price,0.27740502821992946,0.513997768748565,0.49945948903711945,0.3627034160231679,0.10310132370523781,0.18483932565866254
small,moderate,3980556.8856690074,146.63684345117423,0.13991798094477595,0.5028354218744889,0.004934979605302946,0.7819075008731068,0.20129775157898994,0.30293725446524583,cost_reimbursable,0.7909484448279794,0.33784883756677697,0.43120993551520603,0.438155213189233,0.06899653044007505,0.1044386063941582
small,low,2594320.123671195,89.07695383011234,,0.6219765144903728,0.46611995718268895,0.5329287540413001,0.34908884851235306,0.6110054232273106,fixed_price,0.06626067673601427,0.44913689824649494,0.4533350935850525,0.7271661046007049,0.04838936856278767,-0.017505309738448323
large,high,23285443.6277472,404.3693130799012,0.5037726186464395,0.5840292766103738,0.24843239311273435,0.4676220942352049,0.17038928431204775,0.7645962979758176,fixed_price,0.14051905605967757,0.40869418657701073,0.6563075146878296,0.32983247611440325,0.026848514357107344,0.11388054199632272
small,moderate,1750610.3318249185,102.63557001737243,0.24101722174247897,0.3687162964055791,0.20953040367216336,0.32659903918503136,0.6135588831333828,0.43412956179021217,fixed_price,0.3909091234821748,0.6772369029883922,0.05501387615858754,0.2848343285447622,-0.08891620673216938,-0.05886759626208009
small,moderate,1305167.6004824287,60.68530694643439,0.1880799347003329,0.11192872945740036,0.24524449198080583,0.21554538460886521,0.23122884297582783,0.8844549357863025,fixed_price,0.2675290273555157,0.9460241347367776,0.4249886627517672,0.41180730906392526,-0.15000000000000005,-0.1799999999999999
small,high,1181999.4103676323,130.20260684162318,0.14292499578175505,0.2749638012961494,0.5936929494434623,0.7614640994062983,0.3432190580464623,0.6807531598551332,fixed_price,0.42946677855391513,0.7383360480415766,0.3499073757858512,0.3437266679387604,-0.14957420918258588,-0.09161791193407998
medium,moderate,4226578.785773299,173.89517173744858,0.4313906621323574,0.21814220264769918,0.3544018144027849,0.36355049254828,0.5073997145881687,0.7393325385504054,target_cost,0.08660814316624178,0.83735879249459,0.6274208149202314,0.37315324663010235,-0.10200528245776343,-0.04321965494282913
large,moderate,21393799.787829522,843.3813269218898,0.4017889790020965,0.5426951268770127,0.2091244249423525,0.2787090019618752,0.1798465078517864,0.8386489036864416,cost_reimbursable,0.4977490734795826,0.6432272670808041,0.34869133498728966,0.1806811079411566,0.04270865741778524,0.10272578622427493
large,low,17226252.474937554,535.343365291783,0.22404539455431507,0.5435002295979567,0.11852213756280325,0.2694989213766686,0.342866317277317,0.8623599765254528,fixed_price,0.2817858227457461,0.9475182347668374,0.5082878983284904,0.31043362517697154,0.00573006792371552,-0.09254606868914031
medium,high,3226386.50017785,217.99237013019254,0.444977290748801,0.4447335652109915,0.16960255981797293,0.34158413281467354,0.954055301384526,0.8790265388726234,cost_reimbursable,0.3342258648159285,0.5653807952381453,0.33105319477892914,0.2931536065345985,0.005623297428480041,-0.040211929206840386
small,moderate,2222380.3036001665,109.91069808837875,0.10428652792254914,0.1787678430886075,0.6522386335795898,0.18991098813635252,0.15645572912609057,0.697913758277972,fixed_price,0.12536387961105674,0.7743866758055212,0.16095471722349908,0.1921477809205291,-0.15000000000000002,-0.1723560372869451
small,high,2240007.343254773,106.21750248157765,0.386654109777145,0.502888854437046,0.39063570440032264,0.5849717636680939,0.3303768787622608,1.0,fixed_price,0.16523427012141928,0.689770286028026,0.33355562103237,0.3582941209754577,-0.14187047945611078,-0.12968778916986354
medium,moderate,17617657.680843778,109.78503631967874,0.5118180095599802,0.43102355378005397,0.03846661870696169,,0.46489992029983385,0.8342133736442543,fixed_price,0.32319623842261147,0.5878126766388424,0.1991333884997364,0.2039768769022675,-0.08178133925292985,-0.06480553059815429
small,moderate,1400673.917567806,49.62055231616747,0.235840531731269,0.27146587606199596,0.41734273436355435,0.29160003330324047,0.4976417613848561,0.6569176933930174,cost_reimbursable,0.09197860460026898,0.4764321329982403,0.7639620630465477,0.09001986441241046,-0.05265719249900428,-0.05704854727857061
small,moderate,2312806.5612374814,70.17389363805222,0.18181037731085117,0.6454932459756182,0.2504475091832825,0.44846254766956994,0.4197104518479912,0.3413885565922686,fixed_price,0.16002456807295348,0.35015492281487787,0.3914744625025095,0.2455208287471723,0.01782181288359677,0.031128013018171825
small,high,2332871.665711549,97.60348431512087,0.2855838716781909,0.7372757229003885,0.6781917345571062,0.2868177228649162,,0.40555206352886175,fixed_price,0.16017768851342223,0.66580922216487,0.23003612449008162,0.31740995215042633,-0.0076307000217182555,-0.019210623738901852
small,moderate,1737580.9898789744,42.85337001388504,0.48361202595485336,0.31273727503226606,0.47531849294435863,0.3094454258920774,0.09515874440583781,0.7611969049609087,target_cost,0.10629787715574793,0.536430003012256,0.2647779348299426,0.3974518126116687,-0.14999999999999997,-0.15400533497419486
medium,moderate,10713910.117703866,131.92997416747724,0.1811169944777201,0.41748684886447973,0.18728221188539235,,0.15532956062053913,0.7296994942414446,fixed_price,0.2920880735060307,0.7419397624849879,0.15554368604028,0.5537937337405034,-0.03904006630420908,-0.10852541950225775
medium,high,10887426.803795591,,0.34430836675489035,0.37602994813324014,0.5228690477207324,0.3353265984964268,0.7442451817794411,0.49631507294963245,target_cost,0.1541372627244211,0.8521818535692642,0.22300379680518975,0.1866438614075212,0.02810916226361198,0.10919612767653689
small,low,2350770.6522837235,91.27066007405742,0.1532386292778909,0.23647254875329915,0.07876755798294634,0.094844036809298,1e-06,0.422297701762025,fixed_price,0.25126949831425516,0.8453371071926153,0.5708921690825174,0.4237958718504442,-0.05790412473631702,-0.10798841364754255
medium,moderate,6369728.171316797,125.8776697975399,0.07581781130802931,0.37252882169265955,0.4997755237624722,0.3674017353108587,0.4052745601945843,0.490987670551243,fixed_price,0.278911990441243,0.6317852194628235,0.20311796899640341,0.33819134813292867,-0.04250872415874405,-0.05629557062141564
